county_effective,barony_effective,parish_effective,townland_linked,page_names,row_count,category,neighbor_direction,neighbor_townland,neighbor_similarity,neighbor_total_rows,candidate_row_pos,candidate_is_last_row,candidate_occupier,candidate_total_val,sum_other_rows_total_val
CORK,DUHALLOW (PART III),NOHAVALDALY,LYREDAOWEN,IRE_GRIFF_051_044.jpg,13,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,BALLYCLOGH,BALLYCLOGH,IRE_GRIFF_063_011.jpg,1,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,BUTTEVANT,BUTTEVANT,IRE_GRIFF_063_011.jpg,2,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,BUTTEVANT,CREGGANE,IRE_GRIFF_063_011.jpg,1,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,CHURCHTOWN,CHURCHTOWN.,IRE_GRIFF_063_012.jpg,1,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,KILBOLANE,"MAINE, SOUTH.",IRE_GRIFF_063_012.jpg,1,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,LISCARROLL,COOLBANE.,IRE_GRIFF_063_012.jpg,2,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,"RATHGOGGAN, MIDDLE.",IRE_GRIFF_063_012.jpg,7,unflagged_total,,,,,5,False,"Board of Guardians, of Kilmallock Union",62 15 0,63 19 0
CORK,ORRERY & KILMORE,BUTTEVANT,BUTTEVANT,IRE_GRIFF_063_036.jpg,56,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,KILBRONEY,BALLINATILLA,IRE_GRIFF_063_081.jpg,11,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,LISCARROLL,MOYGE,IRE_GRIFF_063_095.jpg,12,unflagged_total,,,,,5,False,Maurice Newman,143 10 0,184 12 0
CORK,ORRERY & KILMORE,RATHGOGGAN,RATHGOGGAN,IRE_GRIFF_063_101.jpg,65,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,RATHEGOGGAN MIDDLE,"IRE_GRIFF_063_102.jpg,IRE_GRIFF_063_103.jpg,IRE_GRIFF_063_104.jpg",130,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,WHELAN'S-LANE,IRE_GRIFF_063_104.jpg,9,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,BROAD-STREET,IRE_GRIFF_063_104.jpg,2,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,RATHCOGGAN MIDDLE,"IRE_GRIFF_063_105.jpg,IRE_GRIFF_063_106.jpg,IRE_GRIFF_063_107.jpg",162,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,RATHGOGGAN MIDDLE con. TOWN OF CHARLEVILLE. NEWTOWN ALDWELL,IRE_GRIFF_063_108.jpg,13,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,THE TENTS,IRE_GRIFF_063_108.jpg,38,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,LOE-LANE,IRE_GRIFF_063_108.jpg,3,unflagged_total,,,,,1,False,"Johanna Corkery,",1 0 0,1 0 0
CORK,ORRERY & KILMORE,RATHGOGGAN,SMITH'S-LANE,IRE_GRIFF_063_108.jpg,4,unflagged_total,,,,,1,False,"Daniel Sheedy,",11 5 0,20 5 0
CORK,ORRERY & KILMORE,RATHGOGGAN,RATHGOGGAN MIDDLE,"IRE_GRIFF_063_109.jpg,IRE_GRIFF_063_110.jpg,IRE_GRIFF_063_111.jpg",158,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,DARGAN'S-LANE,IRE_GRIFF_063_111.jpg,13,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,CLANCY'S-LANE,IRE_GRIFF_063_111.jpg,4,unflagged_total,,,,,0,False,Thomas Grady,3 0 0,4 4 0
CORK,ORRERY & KILMORE,RATHGOGGAN,BRIDEWELL-LANE,IRE_GRIFF_063_111.jpg,6,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,RATHGOGGAN MIDDLE,IRE_GRIFF_063_112.jpg,9,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,MAIN-STREET,IRE_GRIFF_063_112.jpg,4,unflagged_total,,,,,2,False,Rev. C. G. Gibson,45 10 0,35 15 0
CORK,ORRERY & KILMORE,RATHGOGGAN,CLANCY-STREET,IRE_GRIFF_063_112.jpg,1,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,SHANDRUM,CLYDERRAGH,IRE_GRIFF_063_118.jpg,6,unflagged_total,,,,,0,False,James Drennan,96 0 0,92 19 0
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,BIRD-LANE,IRE_GRIFF_079_046.jpg,35,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,BALLYVALLY,"IRE_GRIFF_079_047.jpg,IRE_GRIFF_079_048.jpg,IRE_GRIFF_079_049.jpg,IRE_GRIFF_079_050.jpg",171,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,DOWNSHIRE-PLACE,IRE_GRIFF_079_050.jpg,19,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,ERVIN'S-LANE,IRE_GRIFF_079_050.jpg,3,unflagged_total,,,,,0,False,John & James Morton,0 2 3,0 4 6
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,BALLYVALLY,"IRE_GRIFF_079_051.jpg,IRE_GRIFF_079_052.jpg",59,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,DOCTOR'S-LANE,IRE_GRIFF_079_052.jpg,31,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,CHURCH-SQUARE,IRE_GRIFF_079_052.jpg,17,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,BALLYVALLY,IRE_GRIFF_079_053.jpg,13,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,CASTLEWELLAN-ROAD,IRE_GRIFF_079_053.jpg,4,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,HAMILTON'S-COURT,IRE_GRIFF_079_053.jpg,7,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,DROMORE-STREET,IRE_GRIFF_079_053.jpg,8,unflagged_total,,,,,5,False,Mary Jane Moore,11 0 0,12 0 0
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,OLD ORCHARD-ROW,IRE_GRIFF_079_053.jpg,4,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,DROMORE-STREET,IRE_GRIFF_079_053.jpg,2,tiny_segment,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,BALLYVALLY,IRE_GRIFF_079_054.jpg,33,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,DROMORE-ROAD,IRE_GRIFF_079_054.jpg,8,unflagged_total,,,,,4,False,Hugh M'Mullen,24 0 0,17 0 0
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,M'CAW'S-ROW,IRE_GRIFF_079_054.jpg,6,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,DROMORE-ROAD,IRE_GRIFF_079_054.jpg,9,unflagged_total,,,,,7,False,Bateman Brown,11 0 0,9 5 0
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,BAILLYVALLY,IRE_GRIFF_079_055.jpg,29,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,BALLYMONEY-HILL,IRE_GRIFF_079_055.jpg,7,unflagged_total,,,,,1,False,Hugh Glass,7 0 0,10 15 0
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,CARD'S-TOWN,IRE_GRIFF_079_055.jpg,14,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",AGHADERG,CARRICKDRUMMAN,IRE_GRIFF_079_057.jpg,16,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",AGHADERG,BALLYGOWAN,IRE_GRIFF_079_080.jpg,37,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (LOWER HALF)",DRUMBALLYRONEY,INDEL,IRE_GRIFF_079_094.jpg,11,unflagged_total,,,,,1,False,Robert Nesbitt,65 15 0,84 10 0
DOWN,"IVEAGH, UPPER (LOWER HALF)",DRUMBALLYRONEY,LACKAN,IRE_GRIFF_079_109.jpg,7,unflagged_total,,,,,0,False,John Murphy,71 10 0,56 5 0
DOWN,"ARDS, UPPER",BALLYPHILIP,BALLYPHILIP,"IRE_GRIFF_081_170.jpg,IRE_GRIFF_081_171.jpg,IRE_GRIFF_081_172.jpg,IRE_GRIFF_081_173.jpg,IRE_GRIFF_081_174.jpg,IRE_GRIFF_081_175.jpg",297,genuinely_missing,,,,,,,,,
DOWN,"ARDS, UPPER",BALLYPHILIP,CHURCH-STREET,IRE_GRIFF_081_175.jpg,2,tiny_segment,,,,,,,,,
DOWN,"ARDS, UPPER",BALLYPHILIP,TULLYBOARD,IRE_GRIFF_081_178.jpg,36,genuinely_missing,,,,,,,,,
DOWN,"ARDS, UPPER",SLANES,NEWCASTLE,IRE_GRIFF_081_191.jpg,28,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (LOWER HALF)",KILMEGAN,CLARKILL,IRE_GRIFF_081_198.jpg,55,unflagged_total,,,,,33,False,Saml. & Chas. Murland,561 0 0,368 0 0
DOWN,"IVEAGH, UPPER (LOWER HALF)",KILMEGAN,CASTLEREAGH CASTLE,IRE_GRIFF_081_198.jpg,7,genuinely_missing,,,,,,,,,
DOWN,"LECALE, LOWER",BALLEE,SLIEVENA-GRIDDLE,IRE_GRIFF_081_213.jpg,39,genuinely_missing,,,,,,,,,
DOWN,"LECALE, LOWER",DUNSFORT,SHEEPLAND BEG,IRE_GRIFF_081_232.jpg,3,unflagged_total,,,,,0,False,Margaret Corran,22 10 0,45 0 0
DOWN,"LECALE, UPPER",RATHMULLAN,BALLYVASTON,IRE_GRIFF_081_285.jpg,23,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",RATHMULLAN,KILLOUGH,"IRE_GRIFF_081_289.jpg,IRE_GRIFF_081_290.jpg,IRE_GRIFF_081_291.jpg",150,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",RATHMULLAN,PALATINE-QUAY,IRE_GRIFF_081_291.jpg,10,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",RATHMULLAN,BALLYLUCAS,IRE_GRIFF_081_295.jpg,25,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",DOWN,DEMESNE OF DOWN,"IRE_GRIFF_081_330.jpg,IRE_GRIFF_081_331.jpg,IRE_GRIFF_081_332.jpg,IRE_GRIFF_081_333.jpg,IRE_GRIFF_081_334.jpg,IRE_GRIFF_081_335.jpg,IRE_GRIFF_081_336.jpg,IRE_GRIFF_081_337.jpg,IRE_GRIFF_081_338.jpg",343,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",DOWN,RACE-COURSE HILL,IRE_GRIFF_081_338.jpg,10,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",DOWN,POUND-LANE,IRE_GRIFF_081_338.jpg,15,unflagged_total,,,,,3,False,John Hastings,53 0 0,69 5 0
DOWN,"LECALE, UPPER",DOWN,MAIN-STREET,IRE_GRIFF_081_338.jpg,13,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",DOWN,DEMESE OF DOWN,"IRE_GRIFF_081_339.jpg,IRE_GRIFF_081_340.jpg,IRE_GRIFF_081_341.jpg,IRE_GRIFF_081_342.jpg",230,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",DOWN,KELLY'S-ENTRY,IRE_GRIFF_081_342.jpg,3,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",DOWN,FOUNTAIN-STREET,IRE_GRIFF_081_342.jpg,2,tiny_segment,,,,,,,,,
DOWN,"LECALE, UPPER",DOWN,DEMESNE OF DOWN,"IRE_GRIFF_081_343.jpg,IRE_GRIFF_081_344.jpg,IRE_GRIFF_081_345.jpg,IRE_GRIFF_081_346.jpg,IRE_GRIFF_081_347.jpg",264,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",DOWN,BRIDGE-STREET,IRE_GRIFF_081_347.jpg,8,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",DOWN,DEMESE OF DOWN,"IRE_GRIFF_081_348.jpg,IRE_GRIFF_081_349.jpg,IRE_GRIFF_081_350.jpg",128,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (LOWER HALF)",KILCOO,BALLAGHBEG,"IRE_GRIFF_082_136.jpg,IRE_GRIFF_082_137.jpg,IRE_GRIFF_082_138.jpg,IRE_GRIFF_082_139.jpg",117,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (LOWER HALF)",KILCOO,EDEN-PLACE,IRE_GRIFF_082_139.jpg,2,tiny_segment,,,,,,,,,
DOWN,"IVEAGH, UPPER (LOWER HALF)",MAGHERA,BALLYGINNY,IRE_GRIFF_082_143.jpg,43,unflagged_total,,,,,29,False,Mary Toner,66 0 0,115 5 0
DOWN,"IVEAGH, UPPER (LOWER HALF)",DRUMBALLYRONEY,CAVAN,IRE_GRIFF_085_041.jpg,7,unflagged_total,,,,,6,True,,9 15 0,15 0 0
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,CROSS,"IRE_GRIFF_085_053.jpg,IRE_GRIFF_085_054.jpg,IRE_GRIFF_085_055.jpg,IRE_GRIFF_085_056.jpg",162,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,GRAVE-YARD-LANE,IRE_GRIFF_085_056.jpg,8,unflagged_total,,,,,0,False,John Tegan,5 0 0,6 5 0
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,CAPDELL'S-LANE,IRE_GRIFF_085_056.jpg,11,unflagged_total,,,,,1,False,Robert Magill,36 0 0,41 10 0
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,DOWNPATRICK-STREET,IRE_GRIFF_085_056.jpg,4,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,KILFARRIFF,"IRE_GRIFF_085_057.jpg,IRE_GRIFF_085_058.jpg",29,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,RATHFRYLAND,IRE_GRIFF_085_058.jpg,35,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,LISSIZE,"IRE_GRIFF_085_060.jpg,IRE_GRIFF_085_061.jpg",27,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,TOWN OF RATHFRYLAND,IRE_GRIFF_085_061.jpg,54,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,LISSIZE,IRE_GRIFF_085_062.jpg,27,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,DRUMLOUGH,IRE_GRIFF_085_063.jpg,50,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",CLONALLAN,CROAN,IRE_GRIFF_085_077.jpg,14,unflagged_total,,,,,1,False,Mary Todd,47 0 0,61 10 0
DOWN,"ARDS, LOWER",BANGOR,GROOMSPORT,IRE_GRIFF_086_124.jpg,4,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,CORPORATION,"IRE_GRIFF_086_128.jpg,IRE_GRIFF_086_129.jpg,IRE_GRIFF_086_130.jpg,IRE_GRIFF_086_131.jpg,IRE_GRIFF_086_132.jpg,IRE_GRIFF_086_133.jpg",164,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,CORPORATION,"IRE_GRIFF_086_135.jpg,IRE_GRIFF_086_137.jpg",112,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,FISHER'S-HILL,IRE_GRIFF_086_138.jpg,65,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,CORPORATION,IRE_GRIFF_086_139.jpg,46,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,BUNNEAR,IRE_GRIFF_086_140.jpg,15,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,SOUTER'S-ROW,IRE_GRIFF_086_140.jpg,9,unflagged_total,,,,,6,False,Alexander Miller,12 0 0,10 0 0
DOWN,"ARDS, LOWER",BANGOR,CORPORATION,IRE_GRIFF_086_141.jpg,40,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,THE VENNEL,IRE_GRIFF_086_141.jpg,2,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,THE MIDDLE ROAD,IRE_GRIFF_086_141.jpg,5,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,GRAY'S-HILL,IRE_GRIFF_086_141.jpg,5,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,CORPORATION,IRE_GRIFF_086_142.jpg,50,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,CATHERINE-PLACE,IRE_GRIFF_086_142.jpg,5,unflagged_total,,,,,0,False,Philip Russell,22 0 0,28 0 0
DOWN,"ARDS, LOWER",DONAGHADEE,GRANGEE,IRE_GRIFF_086_159.jpg,3,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",DONAGHADEE,MOUNT-STREET,IRE_GRIFF_086_175.jpg,28,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",DONAGHADEE,TOWNPARKS OF DONAGHADEE,"IRE_GRIFF_086_176.jpg,IRE_GRIFF_086_177.jpg",90,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",DONAGHADEE,BACK-LANE,IRE_GRIFF_086_177.jpg,4,unflagged_total,,,,,1,False,John M‘Alister,0 15 0,1 5 0
DOWN,"ARDS, LOWER",DONAGHADEE,HUNTER'S-LANE,IRE_GRIFF_086_177.jpg,14,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",DONAGHADEE,TOWNPARKS OF DONAGHADEE,"IRE_GRIFF_086_178.jpg,IRE_GRIFF_086_179.jpg",70,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",DONAGHADEE,HARMONY-PLACE,IRE_GRIFF_086_179.jpg,25,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",DONAGHADEE,BOW-STREET,IRE_GRIFF_086_179.jpg,7,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,BALLYBOGHILBO,IRE_GRIFF_086_182.jpg,17,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,ISLANDS,IRE_GRIFF_086_194.jpg,10,unflagged_total,,,,,9,True,Hugh Montgomery,25 10 0,23 18 0
DOWN,"ARDS, LOWER",GREY ABBEY,PIG ISLAND,IRE_GRIFF_086_197.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,CUNNINGBURN,IRE_GRIFF_086_201.jpg,13,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,LOUGHRISCOUSE,IRE_GRIFF_086_205.jpg,57,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH.","IRE_GRIFF_086_213.jpg,IRE_GRIFF_086_214.jpg,IRE_GRIFF_086_215.jpg,IRE_GRIFF_086_216.jpg,IRE_GRIFF_086_217.jpg",205,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,LITTLE FRANCIS-STREET,IRE_GRIFF_086_217.jpg,28,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH","IRE_GRIFF_086_218.jpg,IRE_GRIFF_086_219.jpg",112,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,GREENWELL-ST,IRE_GRIFF_086_220.jpg,61,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH","IRE_GRIFF_086_221.jpg,IRE_GRIFF_086_222.jpg",99,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,GREENWELL-LANE,IRE_GRIFF_086_222.jpg,6,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,MOTILLA STREET,IRE_GRIFF_086_222.jpg,12,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH","IRE_GRIFF_086_223.jpg,IRE_GRIFF_086_224.jpg",101,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,KENNEL-LANE,IRE_GRIFF_086_224.jpg,11,unflagged_total,,,,,10,True,Marquis of Londonderry,6 0 0,10 10 0
DOWN,"ARDS, LOWER",NEWTOWN ARDS,DOWN'S-LANE,IRE_GRIFF_086_224.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,CHARLES-STREET,IRE_GRIFF_086_224.jpg,5,unflagged_total,,,,,1,False,James Gilchrist,8 5 0,11 10 0
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH","IRE_GRIFF_086_225.jpg,IRE_GRIFF_086_226.jpg",92,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,QUEEN-STREET,IRE_GRIFF_086_226.jpg,22,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH—continued",IRE_GRIFF_086_227.jpg,64,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,TOWN OF NEWTOWN ARDS,IRE_GRIFF_086_228.jpg,28,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,BROWNE'S-PLACE,IRE_GRIFF_086_228.jpg,6,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,DONAGHADEE-ROAD,IRE_GRIFF_086_228.jpg,5,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,WINDMILL-ROW,IRE_GRIFF_086_228.jpg,15,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH","IRE_GRIFF_086_229.jpg,IRE_GRIFF_086_230.jpg,IRE_GRIFF_086_231.jpg",66,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,BANGOR OLD ROAD,IRE_GRIFF_086_231.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,EAST-STREET,IRE_GRIFF_086_231.jpg,8,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH","IRE_GRIFF_086_232.jpg,IRE_GRIFF_086_233.jpg,IRE_GRIFF_086_234.jpg",147,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,SHUTTLEFIELD-LANE,IRE_GRIFF_086_234.jpg,20,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,BACK SHUTTLEFIELD,IRE_GRIFF_086_234.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH",IRE_GRIFF_086_235.jpg,17,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,MARK-STREET,IRE_GRIFF_086_235.jpg,39,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH","IRE_GRIFF_086_236.jpg,IRE_GRIFF_086_237.jpg,IRE_GRIFF_086_238.jpg",146,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,COURT-STREET,IRE_GRIFF_086_238.jpg,12,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH",IRE_GRIFF_086_239.jpg,51,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,CANAL-ROW,IRE_GRIFF_086_239.jpg,6,unflagged_total,,,,,4,False,James Dalzell,10 0 0,11 5 0
DOWN,"ARDS, UPPER",INISHARGY,BALLYLIMP,IRE_GRIFF_086_251.jpg,17,unflagged_total,,,,,0,False,John Browne,120 0 0,215 15 0
DOWN,"ARDS, UPPER","ST ANDREWS, ALIAS BALLYHALBERT",BALLYHALBERT,IRE_GRIFF_086_265.jpg,17,genuinely_missing,,,,,,,,,
FERMANAGH,CLANAWLEY,KILLESHER,CLONTYMULLAN,IRE_GRIFF_108_032.jpg,12,unflagged_total,,,,,11,True,Patrick Maguire,20 15 0,35 5 0
FERMANAGH,CLANAWLEY,CLEENISH,CARRICK-ABVREHAN,IRE_GRIFF_108_072.jpg,3,unflagged_total,,,,,2,True,John White,9 0 0,4 10 0
FERMANAGH,CLANAWLEY,GLEENISH,DERRYSCOBE,IRE_GRIFF_108_085.jpg,11,genuinely_missing,,,,,,,,,
FERMANAGH,MAGHERABOY,BOHO,DRUMAA,IRE_GRIFF_108_106.jpg,6,genuinely_missing,,,,,,,,,
FERMANAGH,MAGHERABOY,ROSSORRY,MULLAGHREE,IRE_GRIFF_108_153.jpg,5,genuinely_missing,,,,,,,,,
FERMANAGH,MAGHERASTEPHANA,AGHAVEA,TOWN OF BROOKEBOROUGH,IRE_GRIFF_110_071.jpg,3,unflagged_total,,,,,1,False,,20 0 0,21 0 0
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,ERDINAGH,IRE_GRIFF_110_104.jpg,3,unflagged_total,,,,,2,True,"William Liddell, jun.",12 5 0,13 5 0
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,CREAGHIANA-MEELTA ISLAND,IRE_GRIFF_110_123.jpg,1,tiny_segment,,,,,,,,,
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,CREAGHAJANONE ISLAND,IRE_GRIFF_110_123.jpg,1,tiny_segment,,,,,,,,,
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,EDERGOLE ISLAND,IRE_GRIFF_110_123.jpg,1,tiny_segment,,,,,,,,,
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,KNOCKS,IRE_GRIFF_110_136.jpg,4,genuinely_missing,,,,,,,,,
