county_effective,barony_effective,parish_effective,townland_linked,page_names,row_count,category,neighbor_direction,neighbor_townland,neighbor_similarity,neighbor_total_rows,candidate_row_pos,candidate_is_last_row,candidate_occupier,candidate_total_val,sum_other_rows_total_val
DOWN,"ARDS, UPPER",INISHARGY,BALLYLINP,IRE_GRIFF_086_251.jpg,17,unflagged_total,,,,,0,False,John Browne,120 0 0,215 15 0
DOWN,"ARDS, UPPER","ST ANDREWS, ALIAS BALLYHALBERT",BALLYHALBERT,IRE_GRIFF_086_265.jpg,19,unflagged_total,,,,,0,False,Henry Miller,47 5 0,92 10 0
FERMANAGH,CLANAWLEY,KILLESHER,CLONTYMULLAN,IRE_GRIFF_108_032.jpg,12,unflagged_total,,,,,11,True,Patrick Maguire,20 15 0,25 10 0
FERMANAGH,CLANAWLEY,CLEENISH,CARRICKABWEEHAN,IRE_GRIFF_108_072.jpg,2,tiny_segment,,,,,,,,,
FERMANAGH,CLANAWLEY,GLEENISH,DERRYSCOBE,IRE_GRIFF_108_085.jpg,11,genuinely_missing,,,,,,,,,
FERMANAGH,MAGHERABOY,BOHO,DRUMAA,IRE_GRIFF_108_106.jpg,6,genuinely_missing,,,,,,,,,
FERMANAGH,MAGHERABOY,ROSSORRY,MULLAGHREE,IRE_GRIFF_108_153.jpg,7,genuinely_missing,,,,,,,,,
FERMANAGH,MAGHERABOY,ROSSORRY,PORTORA,IRE_GRIFF_108_158.jpg,5,genuinely_missing,,,,,,,,,
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,ERDINAGH,IRE_GRIFF_110_104.jpg,3,unflagged_total,,,,,2,True,"William Liddell, jun.",12 5 0,15 5 0
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,CREAGHANA-MEELTA ISLAND,IRE_GRIFF_110_123.jpg,1,tiny_segment,,,,,,,,,
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,CREAGHAMANONE ISLAND,IRE_GRIFF_110_123.jpg,1,tiny_segment,,,,,,,,,
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,EDERGOLE ISLAND,IRE_GRIFF_110_123.jpg,1,tiny_segment,,,,,,,,,
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,KNOCKS,IRE_GRIFF_110_136.jpg,4,unflagged_total,,,,,0,False,Thomas M'Caffrey,7 10 0,9 5 0
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,AGHNASKEW,IRE_GRIFF_110_144.jpg,28,genuinely_missing,,,,,,,,,
FERMANAGH,MAGHERASTEPHANA,AGHALURCREE,DRUMGOON,IRE_GRIFF_110_146.jpg,8,genuinely_missing,,,,,,,,,
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,ALTAGOAGHAN,IRE_GRIFF_110_155.jpg,3,genuinely_missing,,,,,,,,,
KILDARE,"SALT, NORTH",KILDROUGHT,KILWOGHAN,IRE_GRIFF_130_022.jpg,6,genuinely_missing,,,,,,,,,
KILDARE,"SALT, NORTH",LEIXLIP,NEWTOWN,IRE_GRIFF_130_045.jpg,3,unflagged_total,,,,,2,True,M. G. W. Railway & Royal Canal Co.,32 0 0,20 10 0
KILDARE,"SALT, NORTH",KILDROUGHT,AGHARDS,IRE_GRIFF_131_007.jpg,2,tiny_segment,,,,,,,,,
KILDARE,"SALT, NORTH",KILDROUGHT,CELBRIDGE,IRE_GRIFF_131_008.jpg,28,genuinely_missing,,,,,,,,,
KILDARE,"SALT, NORTH",KILDROUGHT,KILDROUGHT,IRE_GRIFF_131_010.jpg,56,genuinely_missing,,,,,,,,,
KILDARE,"SALT, NORTH",KILDROUGHT,CELBRIDGE,IRE_GRIFF_131_011.jpg,55,genuinely_missing,,,,,,,,,
KILDARE,"SALT, NORTH",KILDROUGHT,MOORTOWN,IRE_GRIFF_131_013.jpg,3,genuinely_missing,,,,,,,,,
KILDARE,"SALT, NORTH",LEIXLIP,LEIXLIP,IRE_GRIFF_131_018.jpg,15,unflagged_total,,,,,0,False,"John Hackett, Esq.",141 0 0,232 1 0
KILDARE,"SALT, NORTH",LEIXLIP,TOWN OF LEIXLIP,IRE_GRIFF_131_019.jpg,3,unflagged_total,,,,,2,True,Lawrence Dempsey,6 15 0,5 0 0
KILDARE,"SALT, NORTH",DONAGHMORE,BLAKESTOWN,IRE_GRIFF_131_025.jpg,6,unflagged_total,,,,,2,False,Thomas Walsh,89 0 0,120 15 0
KILDARE,"SALT, NORTH",LARAGHBRYAN,CRINSTOWN,IRE_GRIFF_131_026.jpg,1,tiny_segment,,,,,,,,,
KILDARE,"SALT, NORTH",LARAGHBRYAN,GREENFIELD,IRE_GRIFF_131_027.jpg,5,unflagged_total,,,,,4,True,Michael Cullen,146 10 0,94 10 0
KILDARE,"SALT, NORTH",LARAGHBRYAN,TOWN OF MAYNOOTH (Part of.),IRE_GRIFF_131_027.jpg,23,genuinely_missing,,,,,,,,,
KILDARE,"SALT, NORTH",LARAGHBRYAN,MAYNOOTH,"IRE_GRIFF_131_029.jpg,IRE_GRIFF_131_031.jpg",100,genuinely_missing,,,,,,,,,
KILDARE,"SALT, NORTH",LARAGHBRYAN,NEWTOWN,IRE_GRIFF_131_034.jpg,3,unflagged_total,,,,,0,False,Bartholomew Meabe,82 0 0,46 15 0
KILDARE,"SALT, NORTH",STRAFFAN,LODGEPARK,IRE_GRIFF_131_038.jpg,2,tiny_segment,,,,,,,,,
KILDARE,"SALT, NORTH",TAGHADOE,GRAIGUESALLAGH,IRE_GRIFF_131_040.jpg,7,genuinely_missing,,,,,,,,,
KILDARE,"SALT, NORTH",TAGHADOE,TAGHADOE,IRE_GRIFF_131_041.jpg,3,genuinely_missing,,,,,,,,,
KILDARE,"SALT, SOUTH",DONAGHCUMPER,DONAGHCUMPER,IRE_GRIFF_132_014.jpg,42,genuinely_missing,,,,,,,,,
KILDARE,"SALT, SOUTH",DONAGHCUMPER (PART OF),NEWTOWN,IRE_GRIFF_132_015.jpg,21,genuinely_missing,,,,,,,,,
KILDARE,"SALT, SOUTH",DONAGHCUMPER,SIMMONSTOWN,IRE_GRIFF_132_016.jpg,22,unflagged_total,,,,,6,False,Richard Cooney,141 10 0,174 2 0
KILDARE,"SALT, SOUTH",LYONS,STACUMNY COTTAGE,IRE_GRIFF_132_020.jpg,8,unflagged_total,,,,,2,False,Gt. S. & W. Railway Company,159 10 0,140 8 0
KILDARE,"SALT, SOUTH",CLONAGHLIS,CLONAGHLIS,IRE_GRIFF_133_006.jpg,22,unflagged_total,,,,,17,False,Thomas Reade,280 10 0,247 9 0
KILDARE,"SALT, SOUTH",DONAGHCUMPER (PART OF),REEVES,IRE_GRIFF_133_009.jpg,2,tiny_segment,,,,,,,,,
KILDARE,IKEATHY AND OUGHTERANY,BALRAHEEN,"RATHCOFFEY, NORTH",IRE_GRIFF_134_010.jpg,9,unflagged_total,,,,,0,False,Patrick Coonan,48 0 0,48 0 0
KILDARE,IKEATHY AND OUGHTERANY,CLONCURRY,CORCORANSTOWN,IRE_GRIFF_134_012.jpg,1,tiny_segment,,,,,,,,,
KILDARE,IKEATHY AND OUGHTERANY,CLONSHANBO,HODGESTOWN,IRE_GRIFF_134_018.jpg,7,unflagged_total,,,,,0,False,"John Beahan, jun.",1 15 0,3 6 0
KILDARE,IKEATHY AND OUGHTERANY,DONADEA,"KILNAMORAGH, SOUTH",IRE_GRIFF_134_020.jpg,2,split_segment,prev,"KILNAMORAGH, NORTH",0.882,1,,,,,
KILDARE,IKEATHY AND OUGHTERANY,KILCOCK,KILCOCK,"IRE_GRIFF_134_024.jpg,IRE_GRIFF_134_025.jpg,IRE_GRIFF_134_026.jpg,IRE_GRIFF_134_027.jpg,IRE_GRIFF_134_028.jpg",196,genuinely_missing,,,,,,,,,
KILDARE,IKEATHY AND OUGHTERANY,KILCOCK,BOHERBOY,IRE_GRIFF_134_028.jpg,32,genuinely_missing,,,,,,,,,
KILDARE,IKEATHY AND OUGHTERANY,MAINHAM,BOHERHOLE,IRE_GRIFF_135_008.jpg,4,unflagged_total,,,,,0,False,Garret Neill,5 0 0,8 0 0
KILDARE,IKEATHY AND OUGHTERANY,MAINHAM,MAINHAM,IRE_GRIFF_135_009.jpg,13,genuinely_missing,,,,,,,,,
KILDARE,IKEATHY AND OUGHTERANY,MAINHAM,MOUNTARMSTRONG,IRE_GRIFF_135_010.jpg,9,genuinely_missing,,,,,,,,,
KILDARE,IKEATHY AND OUGHTERANY,CLONCURRY,BALLYVONEEN,IRE_GRIFF_135_011.jpg,2,tiny_segment,,,,,,,,,
KILDARE,IKEATHY AND OUGHTERANY,CLONCURRY,FANAGHS,IRE_GRIFF_135_012.jpg,2,tiny_segment,,,,,,,,,
KILDARE,IKEATHY AND OUGHTERANY,DONADEA,"DONADEA, NORTH",IRE_GRIFF_135_017.jpg,6,split_segment,next,"DONADEA, SOUTH",0.846,2,,,,,
KILDARE,IKEATHY AND OUGHTERANY,SCULLOGESTOWN,HORTLAND,IRE_GRIFF_135_019.jpg,40,unflagged_total,,,,,0,False,John Donohoe,358 5 0,409 13 0
KILDARE,IKEATHY AND OUGHTERANY,KILCOCK,PORTGLORIAM,IRE_GRIFF_135_028.jpg,18,genuinely_missing,,,,,,,,,
KILDARE,CARBURY,CARBURY,CLONKEEN,IRE_GRIFF_136_042.jpg,45,genuinely_missing,,,,,,,,,
KILDARE,CARBURY,KILPATRICK,DRUMMOND,IRE_GRIFF_136_052.jpg,4,unflagged_total,,,,,1,False,"Richard Grattan,",116 15 0,90 5 0
KILDARE,CARBURY,KILPATRICK,TICKNEVIN,IRE_GRIFF_136_054.jpg,14,genuinely_missing,,,,,,,,,
KILDARE,CARBURY,MYLERSTOWN,CALFSTOWN,IRE_GRIFF_136_058.jpg,8,genuinely_missing,,,,,,,,,
KILDARE,"NAAS, SOUTH",BALLYMORE EUSTACE,BROADLEAS COMMONS,"IRE_GRIFF_137_022.jpg,IRE_GRIFF_137_023.jpg",116,genuinely_missing,,,,,,,,,
KILDARE,"NAAS, SOUTH",CARNALWAY,KILCULLEN-BRIDGE,IRE_GRIFF_137_029.jpg,18,genuinely_missing,,,,,,,,,
KILDARE,"NAAS, SOUTH",KILLASHEE,"NEWLAND, NORTH",IRE_GRIFF_137_040.jpg,16,unflagged_total,,,,,4,False,"Thomas Fitzpatrick,",249 0 0,146 14 0
KILDARE,CONNELL,GREATCONNELL,ROSETOWN,IRE_GRIFF_137_056.jpg,4,genuinely_missing,,,,,,,,,
KILDARE,CONNELL,KILMEAGE,LOWTOWN,IRE_GRIFF_137_066.jpg,9,unflagged_total,,,,,0,False,"Thomas Herbert,",12 15 0,7 10 0
KILDARE,CONNELL,LADYTOWN,LADYTOWN,IRE_GRIFF_137_071.jpg,18,unflagged_total,,,,,2,False,Thomas Duggan,210 10 0,414 13 0
KILDARE,CLANE,CLANE,CAPDOO COMMONS,IRE_GRIFF_137_119.jpg,26,unflagged_total,,,,,1,False,Thomas Rourke,15 15 0,12 16 6
KILDARE,"NAAS, NORTH",WHITECHURCH,CLOWNINGS,IRE_GRIFF_137_174.jpg,5,genuinely_missing,,,,,,,,,
KILDARE,"OFFALY, EAST",BALLYSAX,MADDENSTOWN NORTH,IRE_GRIFF_137_192.jpg,9,genuinely_missing,,,,,,,,,
KILDARE,"OFFALY, WEST",DUNEANY,BALLYGREANY,IRE_GRIFF_138_124.jpg,18,unflagged_total,,,,,11,False,Bridget Thorpe,30 0 0,50 15 0
KILDARE,"OFFALY, WEST",KILRUSH,KILRUSH,IRE_GRIFF_138_136.jpg,5,unflagged_total,,,,,4,True,Denis Brennan,16 10 0,11 10 0
KILDARE,"OFFALY, WEST",MONASTEREVIN,CLOGHEEN,IRE_GRIFF_138_147.jpg,57,genuinely_missing,,,,,,,,,
KILDARE,"OFFALY, WEST",MONASTEREVIN,OGHIL,IRE_GRIFF_138_156.jpg,22,genuinely_missing,,,,,,,,,
KILDARE,"OFFALY, WEST",NURNEY,BALKINSTOWN,IRE_GRIFF_138_159.jpg,4,genuinely_missing,,,,,,,,,
KILKENNY,KNOCKTOPHER,AGHAVILLER,BOOLYGLASS,IRE_GRIFF_139_011.jpg,31,genuinely_missing,,,,,,,,,
KILKENNY,KNOCKTOPHER,DERRYNAHINCH,BALLYHALE,IRE_GRIFF_139_018.jpg,20,genuinely_missing,,,,,,,,,
KILKENNY,KNOCKTOPHER,JERPOINTCHURCH,COTTERELLSBOOLY,IRE_GRIFF_139_030.jpg,46,genuinely_missing,,,,,,,,,
KILKENNY,KNOCKTOPHER,JERPOINTCHURCH,OLDTOWN,IRE_GRIFF_139_033.jpg,55,genuinely_missing,,,,,,,,,
KILKENNY,KNOCKTOPHER,KILBEACON,GARRANDARRAGH,"IRE_GRIFF_139_038.jpg,IRE_GRIFF_139_039.jpg",46,genuinely_missing,,,,,,,,,
KILKENNY,KNOCKTOPHER,KILBEACON,MULLINAVAT,IRE_GRIFF_139_039.jpg,14,genuinely_missing,,,,,,,,,
KILKENNY,KNOCKTOPHER,KILBEACON,SMITHSTOWN,IRE_GRIFF_139_043.jpg,8,genuinely_missing,,,,,,,,,
KILKENNY,KNOCKTOPHER,KILLAHY,"BALLINVA, STH.",IRE_GRIFF_139_048.jpg,1,split_segment,prev,"BALLINVA, NTH.",0.917,1,,,,,
KILKENNY,KNOCKTOPHER,KNOCKTOPHER,CARRICKSHOCK COMMONS.,IRE_GRIFF_139_054.jpg,5,genuinely_missing,,,,,,,,,
KILKENNY,KNOCKTOPHER,KNOCKTOPHER,BALLYKNOCKMORE,IRE_GRIFF_139_062.jpg,4,unflagged_total,,,,,0,False,Thomas Farrell,16 10 0,18 18 0
KILKENNY,IDA,KILMAKEVOGE,ROBINSTOWN,IRE_GRIFF_142_068.jpg,16,genuinely_missing,,,,,,,,,
KILKENNY,IDA,"ROWER, THE",RATHSNAGADAN,IRE_GRIFF_142_110.jpg,2,tiny_segment,,,,,,,,,
KILKENNY,KELLS,KILLAMERY,"COOLEHILL, UP.",IRE_GRIFF_143_032.jpg,3,unflagged_total,,,,,0,False,"Edmund M'Namara,",10 0 0,10 5 0
KILKENNY,KELLS,KILLAMERY,ROSSANENY (Morris),IRE_GRIFF_143_037.jpg,9,unflagged_total,,,,,4,False,James Whelan,36 15 0,21 14 0
KILKENNY,KELLS,KILMAGANNY,COTTRELLSTOWN,IRE_GRIFF_143_041.jpg,6,genuinely_missing,,,,,,,,,
KILKENNY,KELLS,TULLAHOUGHT,CUSSAN,IRE_GRIFF_143_057.jpg,5,unflagged_total,,,,,4,True,"John Cormack, Esq.",82 10 0,90 7 0
KILKENNY,SHILLELOGHER,BURNCHURCH,BALLYMACK (DESART),IRE_GRIFF_144_007.jpg,8,unflagged_total,,,,,2,False,"Benjamin Barton, Esq.",138 0 0,112 10 0
KILKENNY,SHILLELOGHER,BURNCHURCH,OLDTOWN,IRE_GRIFF_144_010.jpg,5,unflagged_total,,,,,0,False,William Dowe,85 0 0,102 10 0
KILKENNY,SHILLELOGHER,DANESFORT (PART OF),ANNAMULT,IRE_GRIFF_144_013.jpg,2,tiny_segment,,,,,,,,,
KILKENNY,SHILLELOGHER,CASTLEINCH (OR INCHYOLAGHAN),ANNAMULT,IRE_GRIFF_144_014.jpg,67,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,DANESFORT (PART OF),BENNETTSBRIDGE,IRE_GRIFF_144_015.jpg,12,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,EARLSTOWN,NEWTOWN (SHEA),IRE_GRIFF_144_019.jpg,23,unflagged_total,,,,,9,False,Richard Mahony,166 0 0,242 11 0
KILKENNY,SHILLELOGHER,GRANGE (PART OF),KILMOG OR RACECOURSE,IRE_GRIFF_144_023.jpg,8,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,KILLALOE,ROSSMORE,IRE_GRIFF_144_030.jpg,11,unflagged_total,,,,,1,False,Vacant,130 0 0,122 15 0
KILKENNY,SHILLELOGHER,KILLALOE (PART OF),BODALMORE,IRE_GRIFF_144_031.jpg,3,unflagged_total,,,,,1,False,James Houlahan,26 10 0,41 0 0
KILKENNY,SHILLELOGHER,STONECARTHY,"STONECARTHY, WEST",IRE_GRIFF_144_035.jpg,10,split_segment,prev,"STONECARTHY, EAST",0.938,2,,,,,
KILKENNY,SHILLELOGHER,TULLAGHANBROGUE,COOLAPOGE,IRE_GRIFF_144_045.jpg,3,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,BURNCHURCH,FARMLEY.,IRE_GRIFF_145_015.jpg,1,tiny_segment,,,,,,,,,
KILKENNY,SHILLELOGHER,BURNCHURCH,OLDTOWN,IRE_GRIFF_145_016.jpg,12,unflagged_total,,,,,0,False,"William Dowe, .",85 0 0,168 12 0
KILKENNY,SHILLELOGHER,EARLSTOWN,KILBRICKAN,IRE_GRIFF_145_017.jpg,6,unflagged_total,,,,,3,False,Michael Madigan,73 0 0,103 10 0
KILKENNY,SHILLELOGHER,EARLSTOWN,NEWTOWN (SHEA),IRE_GRIFF_145_019.jpg,10,unflagged_total,,,,,9,True,Richard Mahony,166 0 0,194 2 0
KILKENNY,SHILLELOGHER,TULLAMAINE,TULLAMAINE (ASHBROOK),IRE_GRIFF_145_020.jpg,10,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,KILLALOE,RIESK,IRE_GRIFF_145_028.jpg,1,tiny_segment,,,,,,,,,
KILKENNY,SHILLELOGHER,BALLYBUR,BROWNSTOWN,IRE_GRIFF_145_035.jpg,14,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,ST CANICE,"ARCHER-STREET, LOT.",IRE_GRIFF_145_040.jpg,7,unflagged_total,,,,,1,False,"William P. Leech, Esq.",43 0 0,54 0 0
KILKENNY,SHILLELOGHER,ST PATRICK,ARCHERSGROVE,IRE_GRIFF_145_042.jpg,3,unflagged_total,,,,,1,False,"Richard Sullivan, Esq.",150 0 0,150 10 0
KILKENNY,SHILLELOGHER,ST PATRICK,CLONMORAN,IRE_GRIFF_145_043.jpg,3,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,ST PATRICK,GALLOWSHILL,IRE_GRIFF_145_045.jpg,21,unflagged_total,,,,,0,False,Henry Madigan,38 15 0,62 5 0
KILKENNY,SHILLELOGHER,ST PATRICK,"SMITHSLAND, SOUTH",IRE_GRIFF_145_048.jpg,14,split_segment,prev,"SMITHSLAND, NORTH",0.875,1,,,,,
KILKENNY,SHILLELOGHER,ST PATRICK,WARRINGTON,IRE_GRIFF_145_049.jpg,10,unflagged_total,,,,,0,False,"Patrick Mackey, .",86 0 0,52 5 0
KILKENNY,SHILLELOGHER,KILFERAGH,SHEASTOWN,IRE_GRIFF_145_052.jpg,46,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,OUTRATH,"GREVINE, WEST",IRE_GRIFF_145_054.jpg,14,split_segment,prev,"GREVINE, EAST",0.917,1,,,,,
KILKENNY,SHILLELOGHER,ST CANICE,BALLYNALINA,IRE_GRIFF_145_055.jpg,8,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,DANESFORT,DUNDARYARK,IRE_GRIFF_145_060.jpg,18,unflagged_total,,,,,0,False,Thomas Sexton,78 10 0,77 0 0
KILKENNY,SHILLELOGHER,DANESFORT,RATHCLOGH,IRE_GRIFF_145_061.jpg,8,unflagged_total,,,,,2,False,Thomas Murphy,118 10 0,125 5 0
KILKENNY,SHILLELOGHER,ENNISNAG,ENNISNAG,IRE_GRIFF_145_064.jpg,47,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,STONECARTHY,KNOCKADRINA,IRE_GRIFF_145_066.jpg,8,genuinely_missing,,,,,,,,,
KILKENNY,SHILLELOGHER,STONECARTHY,"STONECARTHY, WEST",IRE_GRIFF_145_067.jpg,3,split_segment,prev,"STONECARTHY, EAST",0.938,2,,,,,
KILKENNY,IVERK,AGLISH,PORTNAHULLY,IRE_GRIFF_147_005.jpg,9,unflagged_total,,,,,6,False,Thomas Walsh,79 0 0,97 13 0
KILKENNY,IVERK,FIDDOWN,BANAGHER,"IRE_GRIFF_147_015.jpg,IRE_GRIFF_147_016.jpg",18,unflagged_total,,,,,0,False,Earl of Bessborough,84 0 0,162 1 0
KILKENNY,IVERK,FIDDOWN,TOWN OF PILLTOWN,IRE_GRIFF_147_016.jpg,56,genuinely_missing,,,,,,,,,
KILKENNY,IVERK,FIDDOWN,BELLINE & ROGERSTOWN,IRE_GRIFF_147_017.jpg,22,genuinely_missing,,,,,,,,,
KILKENNY,IVERK,FIDDOWN,KILMANAHIN,IRE_GRIFF_147_024.jpg,8,genuinely_missing,,,,,,,,,
KILKENNY,IVERK,KILMACOW,BALLYNEARLA,IRE_GRIFF_147_030.jpg,24,genuinely_missing,,,,,,,,,
KILKENNY,IVERK,POLLRONE,BALLYTARSNEY,IRE_GRIFF_147_043.jpg,5,genuinely_missing,,,,,,,,,
KILKENNY,IVERK,POLLRONE,POLLRONE,IRE_GRIFF_147_049.jpg,24,unflagged_total,,,,,14,False,Margaret Carroll,104 0 0,134 0 0
KILKENNY,IVERK,PORTNASCULLY,PORTNASCULLY,IRE_GRIFF_147_055.jpg,2,tiny_segment,,,,,,,,,
KILKENNY,IVERK,RATHKIERAN,CLONASSY,IRE_GRIFF_147_057.jpg,31,genuinely_missing,,,,,,,,,
KILKENNY,IVERK,TUBBRID,BARRABEHY,IRE_GRIFF_147_062.jpg,3,unflagged_total,,,,,1,False,Thomas Reddy,17 10 0,26 15 0
KING'S,BALLYBRITT,KINNITTY,CASTLETOWNAND GLINSK,IRE_GRIFF_150_063.jpg,14,genuinely_missing,,,,,,,,,
KING'S,BALLYBRITT,LETTERLUNA,CADAMSTOWN,IRE_GRIFF_150_069.jpg,6,unflagged_total,,,,,0,False,"James Donnelly, Denis Donnelly, Rody Donnelly",72 2 0,75 3 0
KING'S,BALLYBRITT,BIRR,TOWNPARKS,"IRE_GRIFF_150_096.jpg,IRE_GRIFF_150_097.jpg,IRE_GRIFF_150_098.jpg,IRE_GRIFF_150_099.jpg,IRE_GRIFF_150_100.jpg,IRE_GRIFF_150_101.jpg,IRE_GRIFF_150_102.jpg,IRE_GRIFF_150_103.jpg,IRE_GRIFF_150_104.jpg,IRE_GRIFF_150_105.jpg,IRE_GRIFF_150_106.jpg,IRE_GRIFF_150_107.jpg,IRE_GRIFF_150_108.jpg,IRE_GRIFF_150_109.jpg,IRE_GRIFF_150_110.jpg,IRE_GRIFF_150_111.jpg,IRE_GRIFF_150_112.jpg,IRE_GRIFF_150_113.jpg,IRE_GRIFF_150_114.jpg,IRE_GRIFF_150_115.jpg",1168,split_segment,next,TOWNPARKS,1.0,3,,,,,
KING'S,GARRYCASTLE,GALLEN,DERRYCARNEY,IRE_GRIFF_150_127.jpg,4,genuinely_missing,,,,,,,,,
KING'S,GARRYCASTLE,GALLEN,KILLOWNEYMORE,IRE_GRIFF_150_131.jpg,10,unflagged_total,,,,,2,False,"Edward Cusack, .",52 5 0,55 10 0
KING'S,GARRYCASTLE,GALLEN,MINUS ISLAND,IRE_GRIFF_150_133.jpg,5,unflagged_total,,,,,0,False,Shannon Commsrs.,2 15 0,3 18 0
KING'S,GARRYCASTLE,CLONMACNOISE,CREEVAGH,IRE_GRIFF_150_153.jpg,4,unflagged_total,,,,,0,False,Michael Curly,18 0 0,19 5 0
KING'S,GARRYCASTLE,LUSMAGH,BUNREVAN,IRE_GRIFF_150_161.jpg,5,genuinely_missing,,,,,,,,,
KING'S,GARRYCASTLE,LUSMAGH,GORTSKEHA,IRE_GRIFF_150_167.jpg,13,genuinely_missing,,,,,,,,,
KING'S,GARRYCASTLE,REYNAGH,DERNAFANNY,IRE_GRIFF_150_181.jpg,9,genuinely_missing,,,,,,,,,
KING'S,GARRYCASTLE,REYNAGH,ISLANDS IN THE RIVER SHANNON,IRE_GRIFF_150_184.jpg,7,unflagged_total,,,,,4,False,"John H. Burdett,",19 0 0,34 5 0
KING'S,GARRYCASTLE,LEMANAGHAN,"PARKAREE, OR BOHERFADDA",IRE_GRIFF_150_207.jpg,31,genuinely_missing,,,,,,,,,
KING'S,GARRYCASTLE,TISARAN,BELMOUNT OR LISDERG,IRE_GRIFF_150_211.jpg,2,tiny_segment,,,,,,,,,
KING'S,GARRYCASTLE,TISARAN,CLOGHALMORE,IRE_GRIFF_150_212.jpg,7,genuinely_missing,,,,,,,,,
KING'S,GARRYCASTLE,WHEERY,BALLYCLARE,IRE_GRIFF_150_219.jpg,29,genuinely_missing,,,,,,,,,
KING'S,GARRYCASTLE,WHEERY,KEELOGE,IRE_GRIFF_150_228.jpg,7,genuinely_missing,,,,,,,,,
LIMERICK,KENRY,ADARE,CLORHANE,IRE_GRIFF_166_007.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,KENRY,ADARE,TUOGH,IRE_GRIFF_166_007.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,KENRY,ARDCANNY,BALLYNACARRIGA,IRE_GRIFF_166_007.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,KENRY,CHAPELRUSSELL,PALLAS,IRE_GRIFF_166_007.jpg,3,unflagged_total,,,,,2,True,"Constabulary Force,",13 0 0,6 10 0
LIMERICK,KENRY,IVERUSS,BEAGH,IRE_GRIFF_166_008.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,KENRY,IVERUSS,MILLTOWN,IRE_GRIFF_166_008.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,KENRY,KILCORNAN,RINGMOYLAN,IRE_GRIFF_166_008.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,KENRY,KILCORNAN,STONEHALL,IRE_GRIFF_166_008.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,KENRY,KILDIMO,BOLANE,IRE_GRIFF_166_008.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,KENRY,KILDIMO,COURT,IRE_GRIFF_166_008.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,KENRY,CHAPELRUSSELL,SHANPALLAS,IRE_GRIFF_166_024.jpg,10,unflagged_total,,,,,1,False,John Fitzgerald,43 5 0,68 5 0
LIMERICK,KENRY,KILCORNAN,DROMLOHAN,IRE_GRIFF_166_041.jpg,33,genuinely_missing,,,,,,,,,
LIMERICK,KENRY,KILDIMO,BALLYVAREEN,IRE_GRIFF_166_054.jpg,15,genuinely_missing,,,,,,,,,
LIMERICK,KENRY,KILDIMO,TOBERMURRY,IRE_GRIFF_166_062.jpg,8,unflagged_total,,,,,6,False,Rev. Thos. Shannhan,9 0 0,9 3 0
LIMERICK,PUBBLEBRIEN,MONASTERANENAGH,"MONASTER, NORTH",IRE_GRIFF_168_008.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,PUBBLEBRIEN,MUNGRET,GOULDAVOHER,IRE_GRIFF_168_008.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,PUBBLEBRIEN,ST MICHAEL,BALLINACURRA (Bowman),IRE_GRIFF_168_008.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,PUBBLEBRIEN,CRECORA,JOCKEYHALL,IRE_GRIFF_168_016.jpg,1,tiny_segment,,,,,,,,,
LIMERICK,PUBBLEBRIEN,CROOM,TORYHILL,IRE_GRIFF_168_025.jpg,58,genuinely_missing,,,,,,,,,
LIMERICK,PUBBLEBRIEN,MUNGRET,GOULDAVOHER,IRE_GRIFF_168_073.jpg,5,unflagged_total,,,,,0,False,Anne Daly,14 15 0,28 10 0
LIMERICK,PUBBLEBRIEN,ST MICHAEL,ROSSBRIEN,IRE_GRIFF_168_082.jpg,5,unflagged_total,,,,,3,False,"Margaret Sayers,",32 15 0,23 15 0
